reqId,testId,mode,model,coverage_score,support_score,objective_score
R49,R49_3,hybrid,claude-haiku-4-5-20251001,0.6,0.0833,0.3675
R49,R49_4,hybrid,claude-haiku-4-5-20251001,0.2,0.1538,0.1792
R49,R49_5,hybrid,claude-haiku-4-5-20251001,0.2,0.1538,0.1792
R49,R49_6,hybrid,claude-haiku-4-5-20251001,0.0,0.0,0.0
R49,R49_7,hybrid,claude-haiku-4-5-20251001,0.0,0.0,0.0
R49,R49_8,hybrid,claude-haiku-4-5-20251001,0.2,0.125,0.1663
R49,R49_9,hybrid,claude-haiku-4-5-20251001,0.2,0.0417,0.1288
R49,R49_10,hybrid,claude-haiku-4-5-20251001,0.4,0.0741,0.2533
R102d,R102d_1,hybrid,claude-haiku-4-5-20251001,0.75,0.4545,0.617
R102d,R102d_2,hybrid,claude-haiku-4-5-20251001,0.75,0.3636,0.5761
R102d,R102d_3,hybrid,claude-haiku-4-5-20251001,0.5,0.3158,0.4171
R102d,R102d_4,hybrid,claude-haiku-4-5-20251001,0.5,0.3529,0.4338
R102d,R102d_5,hybrid,claude-haiku-4-5-20251001,0.5,0.5,0.5
R102d,R102d_6,hybrid,claude-haiku-4-5-20251001,0.5,0.5556,0.525
R102d,R102d_7,hybrid,claude-haiku-4-5-20251001,0.75,0.5,0.6375
R102d,R102d_8,hybrid,claude-haiku-4-5-20251001,0.5,0.6087,0.5489
R102d,R102d_9,hybrid,claude-haiku-4-5-20251001,0.5,0.375,0.4438
R102d,R102d_10,hybrid,claude-haiku-4-5-20251001,0.75,0.5455,0.658
R31,R31_1,vector,claude-haiku-4-5-20251001,0.6,0.75,0.6675
R31,R31_2,vector,claude-haiku-4-5-20251001,0.6,0.8667,0.72
R31,R31_3,vector,claude-haiku-4-5-20251001,0.8,0.8667,0.83
R31,R31_4,vector,claude-haiku-4-5-20251001,0.8,0.7647,0.7841
R31,R31_5,vector,claude-haiku-4-5-20251001,0.6,0.6471,0.6212
R31,R31_6,vector,claude-haiku-4-5-20251001,0.8,0.75,0.7775
R31,R31_7,vector,claude-haiku-4-5-20251001,0.6,0.7895,0.6853
R31,R31_8,vector,claude-haiku-4-5-20251001,0.8,0.6522,0.7335
R31,R31_9,vector,claude-haiku-4-5-20251001,0.8,0.75,0.7775
R31,R31_10,vector,claude-haiku-4-5-20251001,0.6,0.8125,0.6956
R83b,R83b_1,graph,claude-haiku-4-5-20251001,0.6,0.6667,0.63
R83b,R83b_2,graph,claude-haiku-4-5-20251001,0.8,0.8571,0.8257
R83b,R83b_3,graph,claude-haiku-4-5-20251001,0.6,0.7778,0.68
R83b,R83b_4,graph,claude-haiku-4-5-20251001,0.6,0.7778,0.68
R83b,R83b_5,graph,claude-haiku-4-5-20251001,0.6,0.7647,0.6741
R83b,R83b_6,graph,claude-haiku-4-5-20251001,0.6,0.7273,0.6573
R83b,R83b_7,graph,claude-haiku-4-5-20251001,0.6,0.5,0.555
R83b,R83b_8,graph,claude-haiku-4-5-20251001,0.6,0.7619,0.6729
R83b,R83b_9,graph,claude-haiku-4-5-20251001,0.8,0.7143,0.7614
R83b,R83b_10,graph,claude-haiku-4-5-20251001,0.6,0.8095,0.6943
R2,R2_1,graph,claude-haiku-4-5-20251001,1.0,0.8636,0.9386
R2,R2_2,graph,claude-haiku-4-5-20251001,0.8462,0.75,0.8029
R2,R2_3,graph,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R2,R2_4,graph,claude-haiku-4-5-20251001,0.7692,0.6667,0.7231
R2,R2_5,graph,claude-haiku-4-5-20251001,0.8462,0.6667,0.7654
R2,R2_6,graph,claude-haiku-4-5-20251001,0.9231,0.6111,0.7827
R2,R2_7,graph,claude-haiku-4-5-20251001,0.9231,0.6111,0.7827
R2,R2_8,graph,claude-haiku-4-5-20251001,0.8462,0.913,0.8763
R2,R2_9,graph,claude-haiku-4-5-20251001,0.9231,0.88,0.9037
R2,R2_10,graph,claude-haiku-4-5-20251001,0.7692,0.5238,0.6588
R91c,R91c_1,vector,claude-haiku-4-5-20251001,0.5882,0.6316,0.6077
R91c,R91c_2,vector,claude-haiku-4-5-20251001,0.6471,0.7,0.6709
R91c,R91c_3,vector,claude-haiku-4-5-20251001,0.5882,0.45,0.526
R91c,R91c_4,vector,claude-haiku-4-5-20251001,0.7059,0.56,0.6402
R91c,R91c_5,vector,claude-haiku-4-5-20251001,0.7647,0.7778,0.7706
R91c,R91c_6,vector,claude-haiku-4-5-20251001,0.6471,0.72,0.6799
R91c,R91c_7,vector,claude-haiku-4-5-20251001,0.6471,0.7143,0.6773
R91c,R91c_8,vector,claude-haiku-4-5-20251001,0.7647,0.7143,0.742
R91c,R91c_9,vector,claude-haiku-4-5-20251001,0.7059,0.5789,0.6487
R91c,R91c_10,vector,claude-haiku-4-5-20251001,0.8235,0.5652,0.7073
R4,R4_1,vector,claude-haiku-4-5-20251001,0.0,0.125,0.0563
R4,R4_2,vector,claude-haiku-4-5-20251001,0.0,0.1,0.045
R4,R4_3,vector,claude-haiku-4-5-20251001,0.0,0.1,0.045
R4,R4_4,vector,claude-haiku-4-5-20251001,0.0,0.0909,0.0409
R4,R4_5,vector,claude-haiku-4-5-20251001,1.0,0.2,0.64
R4,R4_6,vector,claude-haiku-4-5-20251001,1.0,0.1818,0.6318
R4,R4_7,vector,claude-haiku-4-5-20251001,1.0,0.1818,0.6318
R4,R4_8,vector,claude-haiku-4-5-20251001,0.0,0.2,0.09
R4,R4_9,vector,claude-haiku-4-5-20251001,0.0,0.0833,0.0375
R4,R4_10,vector,claude-haiku-4-5-20251001,0.0,0.0769,0.0346
R71b,R71b_1,graph,claude-haiku-4-5-20251001,0.55,0.7895,0.6578
R71b,R71b_2,graph,claude-haiku-4-5-20251001,0.25,0.5833,0.4
R71b,R71b_3,graph,claude-haiku-4-5-20251001,0.6,0.8333,0.705
R71b,R71b_4,graph,claude-haiku-4-5-20251001,0.7,0.8519,0.7684
R71b,R71b_5,graph,claude-haiku-4-5-20251001,0.6,0.6,0.6
R71b,R71b_6,graph,claude-haiku-4-5-20251001,0.55,0.75,0.64
R71b,R71b_7,graph,claude-haiku-4-5-20251001,0.35,0.4167,0.38
R71b,R71b_8,graph,claude-haiku-4-5-20251001,0.6,0.5833,0.5925
R71b,R71b_9,graph,claude-haiku-4-5-20251001,0.5,0.65,0.5675
R71b,R71b_10,graph,claude-haiku-4-5-20251001,0.65,0.6129,0.6333
R61,R61_1,hybrid,claude-haiku-4-5-20251001,1.0,0.5789,0.8105
R61,R61_2,hybrid,claude-haiku-4-5-20251001,1.0,0.5789,0.8105
R61,R61_3,hybrid,claude-haiku-4-5-20251001,1.0,0.5789,0.8105
R61,R61_4,hybrid,claude-haiku-4-5-20251001,1.0,0.65,0.8425
R61,R61_5,hybrid,claude-haiku-4-5-20251001,1.0,0.5333,0.79
R61,R61_6,hybrid,claude-haiku-4-5-20251001,1.0,0.75,0.8875
R61,R61_7,hybrid,claude-haiku-4-5-20251001,1.0,0.55,0.7975
R61,R61_8,hybrid,claude-haiku-4-5-20251001,1.0,0.55,0.7975
R61,R61_9,hybrid,claude-haiku-4-5-20251001,0.0,0.4194,0.1887
R61,R61_10,hybrid,claude-haiku-4-5-20251001,1.0,0.5161,0.7822
R97b,R97b_1,graph,claude-haiku-4-5-20251001,0.75,0.6471,0.7037
R97b,R97b_2,graph,claude-haiku-4-5-20251001,0.75,0.5,0.6375
R97b,R97b_3,graph,claude-haiku-4-5-20251001,0.75,0.375,0.5813
R97b,R97b_4,graph,claude-haiku-4-5-20251001,0.75,0.3889,0.5875
R97b,R97b_5,graph,claude-haiku-4-5-20251001,0.75,0.4167,0.6
R97b,R97b_6,graph,claude-haiku-4-5-20251001,0.75,0.5,0.6375
R97b,R97b_7,graph,claude-haiku-4-5-20251001,0.75,0.3333,0.5625
R97b,R97b_8,graph,claude-haiku-4-5-20251001,0.75,0.4375,0.6094
R97b,R97b_9,graph,claude-haiku-4-5-20251001,0.75,0.3333,0.5625
R97b,R97b_10,graph,claude-haiku-4-5-20251001,1.0,0.7368,0.8816
R6,R6_1,hybrid,claude-haiku-4-5-20251001,0.5,0.3846,0.4481
R6,R6_2,hybrid,claude-haiku-4-5-20251001,0.75,0.3077,0.551
R6,R6_3,hybrid,claude-haiku-4-5-20251001,0.25,0.1875,0.2219
R6,R6_4,hybrid,claude-haiku-4-5-20251001,0.25,0.7692,0.4836
R6,R6_5,hybrid,claude-haiku-4-5-20251001,0.5,0.2222,0.375
R6,R6_6,hybrid,claude-haiku-4-5-20251001,0.5,0.2941,0.4073
R6,R6_7,hybrid,claude-haiku-4-5-20251001,0.25,0.1905,0.2232
R6,R6_8,hybrid,claude-haiku-4-5-20251001,0.5,0.2609,0.3924
R6,R6_9,hybrid,claude-haiku-4-5-20251001,0.75,0.4667,0.6225
R6,R6_10,hybrid,claude-haiku-4-5-20251001,0.5,0.2,0.365
R93c,R93c_1,vector,claude-haiku-4-5-20251001,0.4545,0.6471,0.5412
R93c,R93c_2,vector,claude-haiku-4-5-20251001,0.4545,0.6429,0.5393
R93c,R93c_3,vector,claude-haiku-4-5-20251001,0.4545,0.6429,0.5393
R93c,R93c_4,vector,claude-haiku-4-5-20251001,0.4545,0.5,0.475
R93c,R93c_5,vector,claude-haiku-4-5-20251001,0.4545,0.5,0.475
R93c,R93c_6,vector,claude-haiku-4-5-20251001,0.4545,0.6111,0.525
R93c,R93c_7,vector,claude-haiku-4-5-20251001,0.5455,0.8235,0.6706
R93c,R93c_8,vector,claude-haiku-4-5-20251001,0.5455,0.7647,0.6441
R93c,R93c_9,vector,claude-haiku-4-5-20251001,0.4545,0.5882,0.5147
R93c,R93c_10,vector,claude-haiku-4-5-20251001,0.4545,0.4348,0.4456
R51c,R51c_1,vector,claude-haiku-4-5-20251001,0.75,0.7647,0.7566
R51c,R51c_2,vector,claude-haiku-4-5-20251001,0.75,0.8235,0.7831
R51c,R51c_3,vector,claude-haiku-4-5-20251001,0.75,0.7222,0.7375
R51c,R51c_4,vector,claude-haiku-4-5-20251001,0.75,0.7778,0.7625
R51c,R51c_5,vector,claude-haiku-4-5-20251001,0.75,0.8421,0.7914
R51c,R51c_6,vector,claude-haiku-4-5-20251001,0.75,0.8235,0.7831
R51c,R51c_7,vector,claude-haiku-4-5-20251001,0.25,0.8,0.4975
R51c,R51c_8,vector,claude-haiku-4-5-20251001,0.25,0.7857,0.4911
R51c,R51c_9,vector,claude-haiku-4-5-20251001,0.5,0.6875,0.5844
R51c,R51c_10,vector,claude-haiku-4-5-20251001,0.25,0.7647,0.4816
R45,R45_1,hybrid,claude-haiku-4-5-20251001,0.8333,0.6522,0.7518
R45,R45_2,hybrid,claude-haiku-4-5-20251001,0.6667,0.7143,0.6881
R45,R45_3,hybrid,claude-haiku-4-5-20251001,0.8333,0.6071,0.7315
R45,R45_4,hybrid,claude-haiku-4-5-20251001,0.8333,0.6154,0.7352
R45,R45_5,hybrid,claude-haiku-4-5-20251001,0.8333,0.619,0.7369
R45,R45_6,hybrid,claude-haiku-4-5-20251001,1.0,0.7097,0.8694
R45,R45_7,hybrid,claude-haiku-4-5-20251001,1.0,0.6786,0.8554
R45,R45_8,hybrid,claude-haiku-4-5-20251001,1.0,0.7037,0.8667
R45,R45_9,hybrid,claude-haiku-4-5-20251001,0.8333,0.68,0.7643
R45,R45_10,hybrid,claude-haiku-4-5-20251001,1.0,0.5455,0.7955
R82b,R82b_1,graph,claude-haiku-4-5-20251001,0.25,0.5217,0.3723
R82b,R82b_2,graph,claude-haiku-4-5-20251001,0.5,0.5455,0.5205
R82b,R82b_3,graph,claude-haiku-4-5-20251001,0.125,0.5,0.2938
R82b,R82b_4,graph,claude-haiku-4-5-20251001,0.375,0.68,0.5123
R82b,R82b_5,graph,claude-haiku-4-5-20251001,0.5,0.6818,0.5818
R82b,R82b_6,graph,claude-haiku-4-5-20251001,0.75,0.76,0.7545
R82b,R82b_7,graph,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R82b,R82b_8,graph,claude-haiku-4-5-20251001,0.75,0.64,0.7005
R82b,R82b_9,graph,claude-haiku-4-5-20251001,0.5,0.7037,0.5917
R82b,R82b_10,graph,claude-haiku-4-5-20251001,0.5,0.4583,0.4812
R29,R29_1,hybrid,claude-haiku-4-5-20251001,0.5,0.8667,0.665
R29,R29_2,hybrid,claude-haiku-4-5-20251001,0.375,0.85,0.5887
R29,R29_3,hybrid,claude-haiku-4-5-20251001,0.375,0.875,0.6
R29,R29_4,hybrid,claude-haiku-4-5-20251001,0.5625,0.8095,0.6737
R29,R29_5,hybrid,claude-haiku-4-5-20251001,0.4375,0.9333,0.6606
R29,R29_6,hybrid,claude-haiku-4-5-20251001,0.5625,0.75,0.6469
R29,R29_7,hybrid,claude-haiku-4-5-20251001,0.5625,0.65,0.6019
R29,R29_8,hybrid,claude-haiku-4-5-20251001,0.5,0.7,0.59
R29,R29_9,hybrid,claude-haiku-4-5-20251001,0.5,0.8889,0.675
R29,R29_10,hybrid,claude-haiku-4-5-20251001,0.5625,0.76,0.6514
R44,R44_1,graph,claude-haiku-4-5-20251001,0.5333,0.7647,0.6374
R44,R44_2,graph,claude-haiku-4-5-20251001,0.5333,0.7,0.6083
R44,R44_3,graph,claude-haiku-4-5-20251001,0.5333,0.7778,0.6433
R44,R44_4,graph,claude-haiku-4-5-20251001,0.5333,0.7895,0.6486
R44,R44_5,graph,claude-haiku-4-5-20251001,0.5333,0.5,0.5183
R44,R44_6,graph,claude-haiku-4-5-20251001,0.5333,0.5,0.5183
R44,R44_7,graph,claude-haiku-4-5-20251001,0.5333,0.6552,0.5882
R44,R44_8,graph,claude-haiku-4-5-20251001,0.7333,0.7143,0.7248
R44,R44_9,graph,claude-haiku-4-5-20251001,0.7333,0.625,0.6846
R44,R44_10,graph,claude-haiku-4-5-20251001,0.6,0.4583,0.5362
R37,R37_1,hybrid,claude-haiku-4-5-20251001,1.0,0.5833,0.8125
R37,R37_2,hybrid,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R37,R37_3,hybrid,claude-haiku-4-5-20251001,1.0,0.6957,0.8631
R37,R37_4,hybrid,claude-haiku-4-5-20251001,1.0,0.5714,0.8071
R37,R37_5,hybrid,claude-haiku-4-5-20251001,1.0,0.5217,0.7848
R37,R37_6,hybrid,claude-haiku-4-5-20251001,0.6667,0.6,0.6367
R37,R37_7,hybrid,claude-haiku-4-5-20251001,1.0,0.5,0.775
R37,R37_8,hybrid,claude-haiku-4-5-20251001,1.0,0.5455,0.7955
R37,R37_9,hybrid,claude-haiku-4-5-20251001,0.6667,0.4783,0.5819
R37,R37_10,hybrid,claude-haiku-4-5-20251001,1.0,0.5417,0.7938
R91c,R91c_1,graph,claude-haiku-4-5-20251001,0.4706,0.75,0.5963
R91c,R91c_2,graph,claude-haiku-4-5-20251001,0.4706,0.6923,0.5704
R91c,R91c_3,graph,claude-haiku-4-5-20251001,0.5882,0.7059,0.6412
R91c,R91c_4,graph,claude-haiku-4-5-20251001,0.6471,0.7647,0.7
R91c,R91c_5,graph,claude-haiku-4-5-20251001,0.5294,0.8571,0.6769
R91c,R91c_6,graph,claude-haiku-4-5-20251001,0.4706,0.75,0.5963
R91c,R91c_7,graph,claude-haiku-4-5-20251001,0.4118,0.7647,0.5706
R91c,R91c_8,graph,claude-haiku-4-5-20251001,0.2353,0.7222,0.4544
R91c,R91c_9,graph,claude-haiku-4-5-20251001,0.3529,0.6875,0.5035
R91c,R91c_10,graph,claude-haiku-4-5-20251001,0.6471,0.6667,0.6559
R81c,R81c_1,hybrid,claude-haiku-4-5-20251001,0.75,0.5333,0.6525
R81c,R81c_2,hybrid,claude-haiku-4-5-20251001,0.75,0.6154,0.6894
R81c,R81c_3,hybrid,claude-haiku-4-5-20251001,0.75,0.7333,0.7425
R81c,R81c_4,hybrid,claude-haiku-4-5-20251001,0.75,0.7857,0.7661
R81c,R81c_5,hybrid,claude-haiku-4-5-20251001,0.75,0.6875,0.7219
R81c,R81c_6,hybrid,claude-haiku-4-5-20251001,0.75,0.6316,0.6967
R81c,R81c_7,hybrid,claude-haiku-4-5-20251001,0.75,0.6154,0.6894
R81c,R81c_8,hybrid,claude-haiku-4-5-20251001,0.75,0.6154,0.6894
R81c,R81c_9,hybrid,claude-haiku-4-5-20251001,1.0,0.6111,0.825
R81c,R81c_10,hybrid,claude-haiku-4-5-20251001,0.75,0.5385,0.6548
R24,R24_1,vector,claude-haiku-4-5-20251001,1.0,0.5294,0.7882
R24,R24_2,vector,claude-haiku-4-5-20251001,1.0,0.6111,0.825
R24,R24_3,vector,claude-haiku-4-5-20251001,1.0,0.5789,0.8105
R24,R24_4,vector,claude-haiku-4-5-20251001,0.875,0.7778,0.8313
R24,R24_5,vector,claude-haiku-4-5-20251001,0.75,0.4783,0.6277
R24,R24_6,vector,claude-haiku-4-5-20251001,1.0,0.3846,0.7231
R24,R24_7,vector,claude-haiku-4-5-20251001,1.0,0.3462,0.7058
R24,R24_8,vector,claude-haiku-4-5-20251001,1.0,0.625,0.8313
R24,R24_9,vector,claude-haiku-4-5-20251001,0.875,0.5714,0.7384
R24,R24_10,vector,claude-haiku-4-5-20251001,1.0,0.625,0.8313
R4,R4_1,graph,claude-haiku-4-5-20251001,0.0,0.0588,0.0265
R4,R4_2,graph,claude-haiku-4-5-20251001,0.0,0.0,0.0
R4,R4_3,graph,claude-haiku-4-5-20251001,1.0,0.0667,0.58
R4,R4_4,graph,claude-haiku-4-5-20251001,0.0,0.0,0.0
R4,R4_5,graph,claude-haiku-4-5-20251001,0.0,0.0,0.0
R4,R4_6,graph,claude-haiku-4-5-20251001,0.0,0.0588,0.0265
R4,R4_7,graph,claude-haiku-4-5-20251001,0.0,0.0,0.0
R4,R4_8,graph,claude-haiku-4-5-20251001,0.0,0.0625,0.0281
R4,R4_9,graph,claude-haiku-4-5-20251001,0.0,0.0,0.0
R4,R4_10,graph,claude-haiku-4-5-20251001,1.0,0.0714,0.5821
R80,R80_1,hybrid,claude-haiku-4-5-20251001,0.6111,0.9,0.7411
R80,R80_2,hybrid,claude-haiku-4-5-20251001,0.4444,0.9091,0.6535
R80,R80_3,hybrid,claude-haiku-4-5-20251001,0.4444,0.6429,0.5337
R80,R80_4,hybrid,claude-haiku-4-5-20251001,0.7778,0.75,0.7653
R80,R80_5,hybrid,claude-haiku-4-5-20251001,0.6667,0.6667,0.6667
R80,R80_6,hybrid,claude-haiku-4-5-20251001,0.6111,0.875,0.7299
R80,R80_7,hybrid,claude-haiku-4-5-20251001,0.6111,0.6923,0.6476
R80,R80_8,hybrid,claude-haiku-4-5-20251001,0.6111,0.75,0.6736
R80,R80_9,hybrid,claude-haiku-4-5-20251001,0.5,0.5556,0.525
R80,R80_10,hybrid,claude-haiku-4-5-20251001,0.6111,0.84,0.7141
R38,R38_1,vector,claude-haiku-4-5-20251001,0.5217,0.6087,0.5609
R38,R38_2,vector,claude-haiku-4-5-20251001,0.5217,0.7059,0.6046
R38,R38_3,vector,claude-haiku-4-5-20251001,0.4783,0.6316,0.5473
R38,R38_4,vector,claude-haiku-4-5-20251001,0.4783,0.72,0.5871
R38,R38_5,vector,claude-haiku-4-5-20251001,0.4348,0.5455,0.4846
R38,R38_6,vector,claude-haiku-4-5-20251001,0.5652,0.8636,0.6995
R38,R38_7,vector,claude-haiku-4-5-20251001,0.4783,0.8261,0.6348
R38,R38_8,vector,claude-haiku-4-5-20251001,0.5217,0.6667,0.587
R38,R38_9,vector,claude-haiku-4-5-20251001,0.5217,0.5185,0.5203
R38,R38_10,vector,claude-haiku-4-5-20251001,0.5217,0.4444,0.4869
R50,R50_1,vector,claude-haiku-4-5-20251001,0.6667,0.8696,0.758
R50,R50_2,vector,claude-haiku-4-5-20251001,0.6667,0.8261,0.7384
R50,R50_3,vector,claude-haiku-4-5-20251001,0.5556,0.8636,0.6942
R50,R50_4,vector,claude-haiku-4-5-20251001,0.5556,0.7727,0.6533
R50,R50_5,vector,claude-haiku-4-5-20251001,1.0,0.6552,0.8448
R50,R50_6,vector,claude-haiku-4-5-20251001,0.8889,0.7143,0.8103
R50,R50_7,vector,claude-haiku-4-5-20251001,0.7778,0.7826,0.78
R50,R50_8,vector,claude-haiku-4-5-20251001,0.6667,0.75,0.7042
R50,R50_9,vector,claude-haiku-4-5-20251001,0.8889,0.7826,0.8411
R50,R50_10,vector,claude-haiku-4-5-20251001,0.5556,0.75,0.6431
R64,R64_1,hybrid,claude-haiku-4-5-20251001,0.3,0.6471,0.4562
R64,R64_2,hybrid,claude-haiku-4-5-20251001,0.3,0.6471,0.4562
R64,R64_3,hybrid,claude-haiku-4-5-20251001,0.3,0.5556,0.415
R64,R64_4,hybrid,claude-haiku-4-5-20251001,0.3,0.5882,0.4297
R64,R64_5,hybrid,claude-haiku-4-5-20251001,0.3,0.8182,0.5332
R64,R64_6,hybrid,claude-haiku-4-5-20251001,0.3,0.8333,0.54
R64,R64_7,hybrid,claude-haiku-4-5-20251001,0.4,0.9167,0.6325
R64,R64_8,hybrid,claude-haiku-4-5-20251001,0.3,0.6923,0.4765
R64,R64_9,hybrid,claude-haiku-4-5-20251001,0.3,0.8182,0.5332
R64,R64_10,hybrid,claude-haiku-4-5-20251001,0.3,0.5556,0.415
R62,R62_1,hybrid,claude-haiku-4-5-20251001,0.5,0.8571,0.6607
R62,R62_2,hybrid,claude-haiku-4-5-20251001,0.2917,0.9286,0.5783
R62,R62_3,hybrid,claude-haiku-4-5-20251001,0.4167,0.7778,0.5792
R62,R62_4,hybrid,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R62,R62_5,hybrid,claude-haiku-4-5-20251001,0.375,0.8667,0.5963
R62,R62_6,hybrid,claude-haiku-4-5-20251001,0.4167,0.8,0.5892
R62,R62_7,hybrid,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R62,R62_8,hybrid,claude-haiku-4-5-20251001,0.2917,0.65,0.4529
R62,R62_9,hybrid,claude-haiku-4-5-20251001,0.1667,0.625,0.3729
R62,R62_10,hybrid,claude-haiku-4-5-20251001,0.5,0.7143,0.5964
R84b,R84b_1,graph,claude-haiku-4-5-20251001,0.6667,0.3571,0.5274
R84b,R84b_2,graph,claude-haiku-4-5-20251001,0.8333,0.5714,0.7154
R84b,R84b_3,graph,claude-haiku-4-5-20251001,0.5,0.3333,0.425
R84b,R84b_4,graph,claude-haiku-4-5-20251001,0.5,0.35,0.4325
R84b,R84b_5,graph,claude-haiku-4-5-20251001,1.0,0.6316,0.8342
R84b,R84b_6,graph,claude-haiku-4-5-20251001,1.0,0.5455,0.7955
R84b,R84b_7,graph,claude-haiku-4-5-20251001,0.6667,0.2609,0.4841
R84b,R84b_8,graph,claude-haiku-4-5-20251001,1.0,0.3846,0.7231
R84b,R84b_9,graph,claude-haiku-4-5-20251001,0.6667,0.4,0.5467
R84b,R84b_10,graph,claude-haiku-4-5-20251001,1.0,0.381,0.7215
R82b,R82b_1,vector,claude-haiku-4-5-20251001,0.5,0.6207,0.5543
R82b,R82b_2,vector,claude-haiku-4-5-20251001,0.625,0.6562,0.639
R82b,R82b_3,vector,claude-haiku-4-5-20251001,0.625,0.5938,0.611
R82b,R82b_4,vector,claude-haiku-4-5-20251001,0.5,0.6786,0.5804
R82b,R82b_5,vector,claude-haiku-4-5-20251001,0.5,0.75,0.6125
R82b,R82b_6,vector,claude-haiku-4-5-20251001,0.5,0.5455,0.5205
R82b,R82b_7,vector,claude-haiku-4-5-20251001,0.5,0.5938,0.5422
R82b,R82b_8,vector,claude-haiku-4-5-20251001,0.5,0.5417,0.5188
R82b,R82b_9,vector,claude-haiku-4-5-20251001,0.5,0.4595,0.4818
R82b,R82b_10,vector,claude-haiku-4-5-20251001,0.625,0.8286,0.7166
R51,R51_1,hybrid,claude-haiku-4-5-20251001,0.375,0.55,0.4538
R51,R51_2,hybrid,claude-haiku-4-5-20251001,0.375,0.4444,0.4062
R51,R51_3,hybrid,claude-haiku-4-5-20251001,0.75,0.4545,0.617
R51,R51_4,hybrid,claude-haiku-4-5-20251001,0.625,0.3571,0.5044
R51,R51_5,hybrid,claude-haiku-4-5-20251001,0.625,0.4167,0.5313
R51,R51_6,hybrid,claude-haiku-4-5-20251001,0.375,0.3929,0.3831
R51,R51_7,hybrid,claude-haiku-4-5-20251001,0.375,0.55,0.4538
R51,R51_8,hybrid,claude-haiku-4-5-20251001,0.375,0.4231,0.3966
R51,R51_9,hybrid,claude-haiku-4-5-20251001,0.75,0.3333,0.5625
R51,R51_10,hybrid,claude-haiku-4-5-20251001,0.75,0.3929,0.5893
R6,R6_1,graph,claude-haiku-4-5-20251001,0.5,0.3846,0.4481
R6,R6_2,graph,claude-haiku-4-5-20251001,0.25,0.1875,0.2219
R6,R6_3,graph,claude-haiku-4-5-20251001,0.25,0.3333,0.2875
R6,R6_4,graph,claude-haiku-4-5-20251001,0.25,0.6471,0.4287
R6,R6_5,graph,claude-haiku-4-5-20251001,0.5,0.4167,0.4625
R6,R6_6,graph,claude-haiku-4-5-20251001,0.25,0.1579,0.2086
R6,R6_7,graph,claude-haiku-4-5-20251001,0.5,0.1429,0.3393
R6,R6_8,graph,claude-haiku-4-5-20251001,0.5,0.2609,0.3924
R6,R6_9,graph,claude-haiku-4-5-20251001,0.5,0.3158,0.4171
R6,R6_10,graph,claude-haiku-4-5-20251001,0.75,0.381,0.584
R87b,R87b_1,vector,claude-haiku-4-5-20251001,0.5,0.4286,0.4679
R87b,R87b_2,vector,claude-haiku-4-5-20251001,0.5,0.4,0.455
R87b,R87b_3,vector,claude-haiku-4-5-20251001,0.5,0.5455,0.5205
R87b,R87b_4,vector,claude-haiku-4-5-20251001,0.5,0.3125,0.4156
R87b,R87b_5,vector,claude-haiku-4-5-20251001,0.5,0.4118,0.4603
R87b,R87b_6,vector,claude-haiku-4-5-20251001,0.5,0.4211,0.4645
R87b,R87b_7,vector,claude-haiku-4-5-20251001,0.5,0.5,0.5
R87b,R87b_8,vector,claude-haiku-4-5-20251001,0.5,0.5,0.5
R87b,R87b_9,vector,claude-haiku-4-5-20251001,0.5,0.4615,0.4827
R87b,R87b_10,vector,claude-haiku-4-5-20251001,0.5,0.5714,0.5321
R37,R37_1,vector,claude-haiku-4-5-20251001,1.0,0.5909,0.8159
R37,R37_2,vector,claude-haiku-4-5-20251001,1.0,0.7,0.865
R37,R37_3,vector,claude-haiku-4-5-20251001,0.6667,0.4783,0.5819
R37,R37_4,vector,claude-haiku-4-5-20251001,1.0,0.4211,0.7395
R37,R37_5,vector,claude-haiku-4-5-20251001,0.6667,0.45,0.5692
R37,R37_6,vector,claude-haiku-4-5-20251001,1.0,0.5,0.775
R37,R37_7,vector,claude-haiku-4-5-20251001,1.0,0.5455,0.7955
R37,R37_8,vector,claude-haiku-4-5-20251001,0.6667,0.375,0.5354
R37,R37_9,vector,claude-haiku-4-5-20251001,0.6667,0.5909,0.6326
R37,R37_10,vector,claude-haiku-4-5-20251001,1.0,0.5417,0.7938
R97b,R97b_1,vector,claude-haiku-4-5-20251001,0.75,0.4783,0.6277
R97b,R97b_2,vector,claude-haiku-4-5-20251001,0.75,0.5455,0.658
R97b,R97b_3,vector,claude-haiku-4-5-20251001,0.75,0.4783,0.6277
R97b,R97b_4,vector,claude-haiku-4-5-20251001,0.75,0.5455,0.658
R97b,R97b_5,vector,claude-haiku-4-5-20251001,0.75,0.5417,0.6563
R97b,R97b_6,vector,claude-haiku-4-5-20251001,0.75,0.5714,0.6696
R97b,R97b_7,vector,claude-haiku-4-5-20251001,0.75,0.4583,0.6187
R97b,R97b_8,vector,claude-haiku-4-5-20251001,0.75,0.3913,0.5886
R97b,R97b_9,vector,claude-haiku-4-5-20251001,0.75,0.3913,0.5886
